requestSource,product,serviceRegion,requestType,focTarget
egain,wavelength,east,generalinquiry-pricingconfirmation,0.0
egain,professionalservices,east,pinreset,0.0
egain,megalink,east,generalinquiry-pricingconfirmation,0.0
email,ethernet,on,add,0.0
egain,wavelength,east,pricing,0.0
email,corporatehardwareorders,qc,hardwareorderchange,0.0
email,virtualnetworkservices,on,billinginquiry-otherbilling,0.0
egain,locallink,east,trafficstudy,0.0
egain,businesslines,east,icreditrequest,0.0
egain,eip,east,generalinquiry-othergeneral,0.0
email,ondemandcontactcentre,west,change,0.0
egain,vnet,east,inventory,0.0
egain,ethernet,ns,billinginquiry-otherbilling,0.0
egain,megalink,pe,change,0.0
egain,megalink,nl,change,0.0
email,ethernet,qc,add,0.0
email,internetconnectservice,on,change,0.0
email,corporatehardwareorders,on,featurechange,0.0
egain,otherdataservices,east,billinginquiry-copyofinvoice,0.0
egain,payphone,east,disconnect,0.0
email,datacentreandcloud,qc,generalinquiry-othergeneral,0.0
email,audioconferencing,west,temporaryservice,0.0
email,nddos,qc,disconnect,0.0
egain,businessinternetdedicated,east,billinginquiry-billingaccountupdate,0.0
email,megalink,on,add,0.0
smartpath,infrastructureservices,on,billinginquiry-otherbilling,0.0
egain,ipvpn,east,agreementregistered,0.0
egain,businesslines,east,presurvey,0.0
egain,businesslines,ns,trafficstudy,0.0
egain,datalegacy,nl,disconnect,0.0
egain,otherdataservices,nb,billinginquiry-otherbilling,0.0
email,corporateaccountservice,on,status,0.0
email,audioconferencing,qc,disconnect,0.0
egain,megalink,east,billinginquiry-balancetransferpaymentupdate,0.0
egain,directorylisting,east,generalinquiry-othergeneral,0.0
egain,digitalprivateline,east,generalinquiry-othergeneral,0.0
egain,megalink,pe,disconnect,0.0
egain,infrastructureservices,east,billinginquiry-invoiceexplanation,0.0
egain,sap,east,billinginquiry-otherbilling,0.0
email,ethernet,mb,change,0.0
egain,directorylisting,east,cliffagent,0.0
egain,businessinternet,east,generalinquiry-serviceaddressinformation,0.0
email,corporategeneralinquiries,ab,noactionrequired,0.0
email,warehousesupport,on,generalservicerequest,0.0
email,ethernet,east,billinginquiry-otherbilling,0.0
kana,tollfree,qc,winback,0.0
email,managedsecurityservices,on,change,0.0
egain,resellerbusinesslines,east,generalinquiry-directorylistings,0.0
email,corporategeneralinquiries,nb,smartpathinquiry,0.0
egain,businessinternetdedicated,east,project,0.0
egain,globalipvpn,east,change,0.0
egain,businesslines,nl,move,0.0
email,businessinternet,qc,generalinquiry-othergeneral,0.0
egain,centrex,nl,new,0.0
egain,otherdataservices,nl,billinginquiry-billingaccountupdate,0.0
email,audioconferencing,on,billinginquiry-otherbilling,0.0
egain,tollfree,pe,change,0.0
email,globalipvpn,intl,change,0.0
egain,wavelength,east,wholesaleleasedloops,0.0
email,broadband,on,generalinquiry-accountcontractupdate,0.0
egain,centrex,ns,trafficstudy,0.0
email,corporatehardwareorders,on,disconnect,0.0
egain,megalink,nl,billinginquiry-otherbilling,0.0
email,corporateselfservetools,on,technicalsupport,0.0
email,webex,on,noactionrequired,0.0
egain,businessinternet,east,billinginquiry-copyofinvoice,0.0
egain,centrex,ns,generalinquiry-accountcontractupdate,0.0
email,businessinternetdedicated,on,generalinquiry-othergeneral,0.0
egain,locallink,east,billinginquiry-otherbilling,0.0
egain,broadband,pe,disconnect,0.0
egain,digitalprivateline,east,generalinquiry-feasibilityinformation,0.0
egain,businessinternetdedicated,east,billinginquiry-otherbilling,0.0
egain,broadband,nb,new,0.0
egain,vnet,east,generalinquiry-accountcontractupdate,0.0
egain,webhosting,east,cliff,0.0
egain,wavelength,east,billinginquiry-incorrectrate,0.0
email,corporatehardwareorders,sk,changesim,0.0
egain,broadcast,east,change,0.0
email,sap,on,generalinquiry-othergeneral,0.0
email,bandwidthselect,on,add,0.0
egain,centrex,east,trafficstudy,0.0
egain,businesslines,east,billinginquiry-otherbilling,0.0
eom,businesslines,on,project,0.0
egain,businesslines,east,inventory,0.0
email,businesslines,nl,generalinquiry-othergeneral,0.0
egain,businesslines,east,billinginquiry-billingaccountupdate,0.0
email,corporatehardwareorders,bc,new,0.0
egain,centrex,pe,generalinquiry-othergeneral,0.0
egain,tollfree,east,billinginquiry-incorrectrate,0.0
egain,businessinternetdedicated,east,generalinquiry-othergeneral,0.0
email,internetconnectservice,qc,add,0.0
egain,ethernet,east,add,0.0
email,businessinternet,on,move,0.0
egain,otherdataservices,ns,billinginquiry-balancetransferpaymentupdate,0.0
eom,datalegacy,on,project,0.0
email,audioconferencing,nl,serviceassurance,0.0
egain,businesslines,nl,generalinquiry-serviceaddressinformation,0.0
egain,resellerbusinesslines,east,generalinquiry-portout,0.0
email,corporatehardwareinquiries,on,cancelsubscriber,0.0
egain,managedsecurityservices,nl,add,0.0
eom,businesslines,on,agreementcreation,0.0
egain,managedservices,nl,billinginquiry-otherbilling,0.0
egain,localaccesspackage,east,new,0.0
egain,internetconnectservice,east,change,0.0
email,tollfree,intl,billinginquiry-otherbilling,0.0
email,ethernet,mb,facilitycheck,0.0
eom,virtualnetworkservices,on,agreementcreationvalidated,0.0
egain,microlink,east,pricing,0.0
email,tollfree,west,disconnect,0.0
smartpath,ipvpn,on,agreementcreation,0.0
egain,wavelength,east,billinginquiry-invoiceexplanation,0.0
email,businessinternet,intl,billinginquiry-billingaccountupdate,0.0
email,businesslines,intl,generalinquiry-othergeneral,0.0
egain,megalink,nl,generalinquiry-pricingconfirmation,0.0
egain,siptrunk,east,migration,0.0
email,ethernetconnectservice,on,add,0.0
email,corporateaccountservice,west,billinginquiry-otherbilling,0.0
email,internetconnectservice,ab,add,0.0
egain,dryloopdsl,east,disconnect,0.0
email,corporategeneralinquiries,west,generalinquiry-othergeneral,0.0
email,tollfree,on,billinginquiry-billingaccountupdate,0.0
email,virtualnetworkservices,on,add,0.0
email,managedsecurityservices,qc,add,0.0
egain,tollfree,nl,generalinquiry-accountcontractupdate,0.0
email,corporatebillinginquiries,on,cancelsubscriber,0.0
egain,microlink,east,generalinquiry-othergeneral,0.0
email,btce,west,billinginquiry-otherbilling,0.0
egain,internetconnectservice,east,billinginquiry-otherbilling,0.0
egain,payphone,east,inventory,0.0
egain,digitalprivateline,ns,generalinquiry-serviceaddressinformation,0.0
eom,megalink,west,agreementcreationvalidated,0.0
email,wavelength,west,pricing,0.0
email,tollfree,west,change,0.0
email,businesslines,ab,billinginquiry-otherbilling,0.0
email,internalteamsupport,on,cancelsubscriber,0.0
email,corporateaccountservice,on,createupdateipaddress,0.0
email,directorylisting,qc,billinginquiry-otherbilling,0.0
email,businesslines,on,change,0.0
email,bandwidthselect,bc,generalinquiry-othergeneral,0.0
email,videoconferencing,on,billinginquiry-otherbilling,0.0
email,corporatehardwareorders,nb,new,0.0
eom,eip,qc,facilitycheck,0.0
email,businessinternetdedicated,on,billinginquiry-otherbilling,0.0
email,corporatehardwareorders,qc,newactivations,0.0
email,conferencingservices,on,billinginquiry-otherbilling,0.0
egain,digitalprivateline,east,new,0.0
email,ondemandcontactcentre,intl,change,0.0
email,centrex,on,trafficstudy,0.0
email,businessinternet,east,billinginquiry-balancetransferpaymentupdate,0.0
pss,businesslines,mb,change,0.0
email,corporatehardwareinquiries,on,technicalsupport,0.0
smartpath,datalegacy,west,generalinquiry-othergeneral,0.0
egain,datalegacy,east,add,0.0
email,businesslines,ns,add,0.0
egain,managedservices,pe,billinginquiry-otherbilling,0.0
egain,tollfree,east,generalinquiry-directorylistings,0.0
email,corporategeneralinquiries,qc,changeimei,0.0
email,businesslines,west,generalinquiry-transferresponsibility,0.0
email,payphone,on,disconnect,0.0
eom,globalipvpn,qc,pcoesamedayexpedite,0.0
email,datacentreandcloud,ns,generalinquiry-othergeneral,0.0
email,webex,east,generalinquiry-othergeneral,0.0
eom,managedservices,qc,facilitycheck,0.0
egain,tollfree,east,new,0.0
kana,directorylisting,qc,add,0.0
email,ethernet,nb,generalinquiry-othergeneral,0.0
egain,centrex,ns,change,0.0
eom,centrex,on,agreementcreation,0.0
egain,ethernet,nl,disconnect,0.0
email,ethernet,bc,billinginquiry-otherbilling,0.0
egain,businesslines,east,generalinquiry-portin,0.0
email,ethernet,on,agreementcreation,0.0
kana,ethernet,on,move,0.0
egain,datalegacy,east,generalinquiry-pricingconfirmation,0.0
egain,vnet,east,change,0.0
email,corporateaccountservice,on,changeimei,0.0
email,sap,qc,generalinquiry-othergeneral,0.0
email,corporatehardwareorders,on,problemfile,0.0
email,dryloopdsl,on,disconnect,0.0
email,businesslines,qc,generalinquiry-transferresponsibility,0.0
pss,switchredirect,on,disconnect,0.0
egain,resellerinternet,east,billinginquiry-dispute,0.0
email,businessinternetbrokered,qc,generalinquiry-othergeneral,0.0
email,ethernetaccessservice,on,billinginquiry-otherbilling,0.0
email,corporatehardwareorders,on,billinginquiry,0.0
egain,otherdataservices,east,billinginquiry-otherbilling,0.0
eom,ethernet,qc,pcoesamedayexpedite,0.0
egain,resellerinternet,east,generalinquiry-reseller,0.0
email,businessinternetbrokered,bc,generalinquiry-othergeneral,0.0
egain,microlink,east,billinginquiry-otherbilling,0.0
email,businessinternet,on,generalinquiry-othergeneral,0.0
email,managedservices,ns,billinginquiry-otherbilling,0.0
email,ethernet,west,new,0.0
email,corporatehardwareinquiries,on,adjustments,0.0
email,businesslines,qc,billinginquiry-obmsupport,0.0
eom,broadband,on,new,0.0
email,corporatehardwareinquiries,on,changeimei,0.0
email,managedsecurityservices,nb,change,0.0
email,corporatehardwareinquiries,on,wirelessclientcare,0.0
email,centrex,west,billinginquiry-otherbilling,0.0
email,corporatehardwareorders,bc,inventoryavailability,0.0
smartpath,broadband,mb,add,0.0
email,corporatehardwareorders,bc,ordertrackingstatus,0.0
email,megalink,on,billinginquiry-obmsupport,0.0
eom,siptrunk,west,agreementregistered,0.0
email,businessinternetdedicated,west,facilitycheck,0.0
egain,megalink,ns,pricing,0.0
email,audioconferencing,on,change,0.0
egain,ipvpn,east,add,0.0
email,businessinternet,qc,generalinquiry-accountcontractupdate,0.0
email,corporatehardwareorders,on,unlockdevice,0.0
email,corporatehardwareorders,nl,ordertrackingstatus,0.0
eom,eip,qc,agreementcreation,0.0
email,corporategeneralinquiries,nb,noactionrequired,0.0
kana,ethernet,east,new,0.0
eom,broadband,on,escpartner,0.0
email,businessinternet,on,billinginquiry-dispute,0.0
egain,professionalservices,east,billinginquiry-incorrectrate,0.0
email,managedservices,on,change,0.0
email,warehousesupport,on,problemfile,0.0
email,corporategeneralinquiries,west,billinginquiry-otherbilling,0.0
egain,locallink,east,billinginquiry-copyofinvoice,0.0
eom,globalbusinessinternetservice,qc,new,0.0
email,sap,qc,move,0.0
email,businesslines,ns,disconnect,0.0
email,internetconnectservice,west,facilitycheck,0.0
kana,businessinternetdedicated,nb,change,0.0
kana,businessinternet,qc,billinginquiry-balancetransferpaymentupdate,0.0
email,corporategeneralinquiries,qc,return,0.0
email,videoconferencing,qc,billinginquiry-otherbilling,0.0
kana,professionalservices,on,billinginquiry-billingaccountupdate,0.0
email,managedsecurityservices,on,billinginquiry-dispute,0.0
email,businessinternetdedicated,qc,billinginquiry-otherbilling,0.0
smartpath,centrex,west,add,0.0
eom,centrex,west,agreementregistered,0.0
egain,ethernet,east,billinginquiry-copyofinvoice,0.0
egain,locallink,east,new,0.0
pss,otherdataservices,qc,billinginquiry-copyofinvoice,0.0
pss,businesslines,ab,add,0.0
eom,professionalservices,west,generalinquiry-othergeneral,0.0
eom,networksolutions,qc,agreementcreationvalidated,0.0
smartpath,megalink,on,agreementcreationvalidated,0.0
email,corporategeneralinquiries,on,inventoryavailability,0.0
email,ethernetaccessservice,on,generalinquiry-othergeneral,0.0
kana,vnet,on,change,0.0
email,businessinternetdedicated,qc,billinginquiry-custombill,0.0
eom,businesslines,qc,agreementcreationvalidated,0.0
email,webex,east,change,0.0
kana,businesslines,west,change,0.0
email,businessinternetdedicated,west,billinginquiry-otherbilling,0.0
kana,globalipvpn,on,generalinquiry-othergeneral,0.0
smartpath,businessinternet,ns,new,0.0
email,wavelength,mb,facilitycheck,0.0
kana,directorylisting,west,generalinquiry-othergeneral,0.0
email,megalink,west,generalinquiry-othergeneral,0.0
eom,globalmanagedsdwan,on,new,0.0
email,corporategeneralinquiries,qc,movesubscriber,0.0
egain,wavelength,east,change,0.0
email,internetconnectservice,on,facilitycheck,0.0
email,ethernet,mb,add,0.0
email,businessinternet,on,generalinquiry-transferresponsibility,0.0
smartpath,broadband,on,billinginquiry-copyofinvoice,0.0
email,corporateaccountservice,on,orders,0.0
email,siptrunk,on,billinginquiry-otherbilling,0.0
egain,tollfree,east,billinginquiry-invoiceexplanation,0.0
email,corporatehardwareorders,on,smartpathinquiry,0.0
email,networksolutions,on,billinginquiry-invoiceexplanation,0.0
email,businesslines,intl,billinginquiry-obmsupport,0.0
email,corporategeneralinquiries,mb,return,0.0
email,corporatehardwareorders,on,new,0.0
email,internetconnectservice,nb,facilitycheck,0.0
kana,directorylisting,on,glct,0.0
smartpath,businessinternetdedicated,ns,generalinquiry-accountcontractupdate,0.0
email,darkfibre,on,billinginquiry-otherbilling,0.0
kana,megalink,on,winback,0.0
smartpath,businesslines,intl,billinginquiry-otherbilling,0.0
email,warehousesupport,on,status,0.0
kana,saput,nl,billinginquiry-otherbilling,0.0
smartpath,datalegacy,ab,generalinquiry-directinwardcalling,0.0
email,corporatehardwareinquiries,on,return,0.0
kana,businessinternetbrokered,west,add,0.0
email,managedservices,qc,add,0.0
smartpath,localaccesspackage,on,generalinquiry-directorylistings,0.0
email,broadcast,qc,change,0.0
eom,btce,on,project,0.0
eom,business internet service | 1fl,qc,agreementcreationvalidated,0.0
email,tollfree,west,new,0.0
smartpath,broadcast,on,agreementcreation,0.0
egain,dryloopdsl,east,generalinquiry-reseller,0.0
egain,payphone,east,generalinquiry-directorylistings,0.0
egain,tollfree,east,add,0.0
kana,globalipvpn,intl,change,0.0
email,corporatehardwareorders,on,billinginquiry-custombill,0.0
smartpath,ethernet,on,generalinquiry-serviceaddressinformation,0.0
email,ethernet,east,generalinquiry-othergeneral,0.0
email,internetconnectservice,ab,disconnect,0.0
kana,switchredirect,qc,change,0.0
egain,wavelength,east,generalinquiry-othergeneral,0.0
eom,businessinternetbrokered,qc,agreementcreationvalidated,0.0
eom,eip,on,agreementcreation,0.0
smartpath,btce,on,billinginquiry-copyofinvoice,0.0
email,internetconnectservice,on,billinginquiry-obmsupport,0.0
smartpath,centrex,ns,new,0.0
kana,businesslines,qc,billinginquiry-balancetransferpaymentupdate,0.0
eom,megalink,qc,facilitycheck,0.0
eom,datalegacy,qc,agreementregistered,0.0
eom,ethernet,on,agreementregistered,0.0
email,digitalprivateline,west,change,0.0
smartpath,businessinternet,intl,billinginquiry-balancetransferpaymentupdate,0.0
egain,siptrunk,nb,disconnect,0.0
email,btce,west,generalinquiry-othergeneral,0.0
email,ipvpn,bc,generalinquiry-othergeneral,0.0
kana,resellerresidentialline,on,generalinquiry-othergeneral,0.0
kana,businessinternetbrokered,qc,new,0.0
email,corporateaccountservice,on,serviceandrepair,0.0
email,webex,nl,serviceassurance,0.0
pwo,businesslines,qc,agreementcreation,0.0
email,internalteamsupport,on,unlockdevice,0.0
eom,datalegacy,on,agreementcreationvalidated,0.0
email,wavelength,nb,facilitycheck,0.0
email,wavelength,on,pricing,0.0
kana,businessinternetdedicated,bc,change,0.0
email,btce,ns,generalinquiry-othergeneral,0.0
email,ethernetaccessservice,west,change,0.0
email,businessinternet,intl,billinginquiry-copyofinvoice,0.0
egain,ipvpn,ns,generalinquiry-othergeneral,0.0
email,businesslines,nb,disconnect,0.0
egain,directorylisting,east,billinginquiry-dispute,0.0
email,businessinternet,on,billinginquiry-obmsupport,0.0
kana,businesslines,on,generalinquiry-directorylistings,0.0
pss,businesslines,west,generalinquiry-othergeneral,0.0
email,btce,qc,disconnect,0.0
email,corporateaccountservice,nl,noactionrequired,0.0
eom,ethernet,west,agreementregistered,0.0
email,managedservices,qc,move,0.0
eom,ipvpn,qc,escpartner,0.0
egain,switchredirect,east,add,0.0
email,corporateaccountservice,on,generalservicerequest,0.0
egain,vnet,east,generalinquiry-pricingconfirmation,0.0
smartpath,btce,west,portout,0.0
smartpath,btce,qc,generalinquiry-directinwardcalling,0.0
smartpath,businessinternetbrokered,bc,coaching,0.0
email,corporatebillinginquiries,on,hardwareordercancel,0.0
egain,megalink,east,icreditrequest,0.0
email,corporateaccountservice,on,deploymentupgrade,0.0
egain,webhosting,east,billinginquiry-invoiceexplanation,0.0
egain,businesslines,nl,generalinquiry-accountcontractupdate,0.0
email,ethernet,intl,change,0.0
egain,locallink,nl,change,0.0
egain,resellerinternet,east,new,0.0
